bucket,doc_id,borrower,section_number,heading,section_struct_rows,section_inline_rows,section_total_rows,sample_idx,clause_id,label,depth,level_type,parent_id,is_structural,parse_confidence,span_start,span_end,header_text,parent_clause_id,parent_is_structural,parent_parse_confidence,flag_structural_child_nonstruct_parent,flag_inline_high_letter_branch,clause_text_snippet,review_status,review_issue_type,review_action,review_notes
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.05,Prepayments ,16,1,17,1,e_dup2.B,(B),3,caps,e_dup2,True,0.7525,473808,474093,Any Borrower Party may from time to time offer to make a Discounted Term Loan P,e_dup2,False,0.0,1,0,(B) Any Borrower Party may from time to time offer to make a Discounted Term Loan Prepayment by providing the Auction Agent with five (5) Business Days’ notice (or such shorter period as agreed by the Auction Agent) in the form of a Specified Discount Prepayment Notice; provided ,,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.05,Prepayments ,16,1,17,2,e_dup2.I,(I),3,caps,e_dup2,True,0.7525,474093,474197,"any such offer shall be made available, at the sole discretion of the applicabl",e_dup2,False,0.0,1,0,"(I) any such offer shall be made available, at the sole discretion of the applicable Borrower Party, to",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.05,Prepayments ,16,1,17,3,e_dup3.B.1,(1),4,numeric,e_dup3.B,True,0.9525,475657,476474,Each Term Lender receiving such offer shall notify the Auction Agent (or its de,e_dup3.B,False,0.4525,1,0,"(1) Each Term Lender receiving such offer shall notify the Auction Agent (or its delegate) by the Specified Discount Prepayment Response Date whether or not it agrees to accept a prepayment of any of its applicable then outstanding Term Loans at the Specified Discount and, if so ",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.05,Prepayments ,16,1,17,4,e_dup3.B.2,(2),4,numeric,e_dup3.B,True,0.9525,476474,476645,"If there is at least one Discount Prepayment Accepting Lender, the relevant Bor",e_dup3.B,False,0.4525,1,0,"(2) If there is at least one Discount Prepayment Accepting Lender, the relevant Borrower Party will make a prepayment of outstanding Term Loans pursuant to this paragraph",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.05,Prepayments ,16,1,17,5,e_dup3.C,(C),3,caps,e_dup3,True,0.7525,478789,479063,Any Borrower Party may from time to time solicit Discount Range Prepayment Offe,e_dup3,False,0.0,1,0,(C) Any Borrower Party may from time to time solicit Discount Range Prepayment Offers by providing the Auction Agent with five (5) Business Days’ notice (or such shorter period as agreed by the Auction Agent) in the form of a Discount Range Prepayment Notice; provided that,,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,2.14,Incremental Facilities ,12,5,17,1,y_dup2.z.C,(C),3,caps,y_dup2.z,True,0.9525,545885,547005,all or any portion of Indebtedness originally designated as incurred under the,y_dup2.z,False,0.2996,1,1,(C) all or any portion of Indebtedness originally designated as incurred under the Prepayment-Based Incremental Facility or the Cash-Capped Incremental Facility shall automatically cease to be deemed incurred under the Prepayment-Based Incremental Facility or the Cash-Capped Incr,,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,2.14,Incremental Facilities ,12,5,17,2,y_dup2.z.D,(D),3,caps,y_dup2.z,True,0.9525,547005,547776,solely for the purpose of cash netting in calculating the Consolidated First Li,y_dup2.z,False,0.2996,1,1,"(D) solely for the purpose of cash netting in calculating the Consolidated First Lien Net Leverage Ratio, the Consolidated Secured Net Leverage Ratio or the Consolidated Total Net Leverage Ratio to determine the availability under the Ratio-Based Incremental Facility at the time ",,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,2.14,Incremental Facilities ,12,5,17,3,d_dup2.i,(i),2,roman,d_dup2,True,0.9525,551756,551804,no Event of Default (subject to Section 1.02(i) ) would exist immediately after,d_dup2,False,0.0,1,0,(i) no Event of Default (subject to Section 1.02,,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,2.14,Incremental Facilities ,12,5,17,4,d_dup2.ii,(ii),2,roman,d_dup2,True,0.9525,551907,553642,(A) in the case of any increase of the Revolving Tr,d_dup2,False,0.0,1,0,"(ii) (A) in the case of any increase of the Revolving Tranche, (1) the final maturity shall be the same as the Maturity Date applicable to the applicable Revolving Credit Facility, (2) no amortization or mandatory commitment reduction prior to the Latest Maturity Date applicable ",,,,
depth2_wave1,c1853b463d4df644,Gibraltar Industries,2.14,Incremental Facilities ,12,5,17,5,d_dup5.iv,(iv),2,roman,d_dup5,True,0.9525,557505,558506,to the extent reasonably requested by the Incremental Arranger and expressly se,d_dup5,False,0.0,1,0,"(iv) to the extent reasonably requested by the Incremental Arranger and expressly set forth in the documentation relating to such New Loan Commitments, the Incremental Arranger shall have received legal opinions, resolutions, officers’ certificates, reaffirmation agreements and/o",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,2.22,Incremental Credit Extensions ,8,8,16,1,a.v_dup2.2,(2),4,numeric,a.v_dup2,True,0.75,408372,414009,are incurred in reliance on clauses (a) or (b) of the definition of Incremental,a.v_dup2,False,0.0,1,1,"(2) are incurred in reliance on clauses (a) or (b) of the definition of Incremental Cap, (3) are being utilized to finance Permitted Acquisitions and similar Investments and related transactions (including refinancing of existing Indebtedness), or (4) are in an aggregate outstand",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,2.22,Incremental Credit Extensions ,8,8,16,2,c.vi,(vi),2,roman,c,True,0.9525,409410,409675,"subject to the Permitted Earlier Maturity Indebtedness Exception, the final mat",c,False,0.45,1,1,"(vi) subject to the Permitted Earlier Maturity Indebtedness Exception, the final maturity date with respect to any Incremental Term Loans shall be no earlier than the Latest Term Loan Maturity Date at the time of the incurrence thereof; -101-",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,2.22,Incremental Credit Extensions ,8,8,16,3,c.vii,(vii),2,roman,c,True,0.9525,409675,410105,"subject to the Permitted Earlier Maturity Indebtedness Exception, the
Weighted",c,False,0.45,1,1,"(vii) subject to the Permitted Earlier Maturity Indebtedness Exception, the Weighted Average Life to Maturity of any Incremental Term Facility shall be no shorter than the remaining Weighted Average Life to Maturity of any then-existing Class of Term Loans (without giving effect ",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,2.22,Incremental Credit Extensions ,8,8,16,4,c.viii,(viii),2,roman,c,True,0.8025,410105,410131,"subject to clauses (vi) and (vii) above, any Incremental Term Facility may othe",c,False,0.45,1,1,(viii) subject to clauses,,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,2.22,Incremental Credit Extensions ,8,8,16,5,s.ix,(ix),2,roman,s,True,0.9525,410789,411590,"(A) any Incremental Term Facility may rank pari passu with or junior to any
the",s,False,0.45,1,1,(ix) (A) any Incremental Term Facility may rank pari passu with or junior to any then-existing Class of Term Loans in right of payment and may be secured by the Collateral pari passu with or junior to any then-existing Class of Term Loans with respect to the Collateral or be unse,,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,10.01,Amendments,11,5,16,1,f_dup4.i,(i),2,roman,f_dup4,True,0.9525,787513,787944,"modify
any provision in this Agreement or any other Loan Document that expressl",f_dup4,False,0.0,1,0,"(i) modify any provision in this Agreement or any other Loan Document that expressly provides for the consent of the Required Revolving Credit Lenders or the Required Facility Lenders with respect to any Facility, in each case, without the written consent of the Required Revolvin",,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,10.01,Amendments,11,5,16,2,f_dup4.ii,(ii),2,roman,f_dup4,True,0.95,788242,788259,[reserved],f_dup4,False,0.0,1,0,(ii) [reserved];,,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,10.01,Amendments,11,5,16,3,f_dup4.iii,(iii),2,roman,f_dup4,True,0.95,788259,788551,"no amendment, waiver or consent shall, unless in writing and signed by the
Admi",f_dup4,False,0.0,1,0,"(iii) no amendment, waiver or consent shall, unless in writing and signed by the Administrative Agent in addition to the Lenders required above, affect the rights or duties of, or any fees or other amounts payable to, the Administrative Agent under this Agreement or any other Loa",,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,10.01,Amendments,11,5,16,4,f_dup4.iv,(iv),2,roman,f_dup4,True,0.95,788551,788569,"Section 10.07(h) may not be
amended, waived or otherwise modified without the c",f_dup4,False,0.0,1,0,(iv) Section 10.07,,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,10.01,Amendments,11,5,16,5,h_dup2.v,(v),2,roman,h_dup2,True,0.95,788785,789179,"any amendment or waiver that by its terms affects the
rights or duties of Lende",h_dup2,False,0.0,1,1,(v) any amendment or waiver that by its terms affects the rights or duties of Lenders holding Loans or Commitments of a particular Class (but not the Lenders holding Loans or Commitments of any other Class) will require only the requisite percentage in interest of the affected Cl,,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,2.05,Prepayments ,13,3,16,1,e_dup2.B,(B),3,caps,e_dup2,True,0.7525,473527,473816,"(1) Any Borrower Party may from time to time offer to make a
Discounted Term Lo",e_dup2,False,0.0,1,0,(B) (1) Any Borrower Party may from time to time offer to make a Discounted Term Loan Prepayment by providing the Auction Agent with five (5) Business Days’ notice (or such shorter period as agreed by the Auction Agent) in the form of a Specified Discount Prepayment Notice; provi,,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,2.05,Prepayments ,13,3,16,2,e_dup2.I,(I),3,caps,e_dup2,True,0.75,473816,473920,"any such offer shall be made available, at the sole discretion of the applicabl",e_dup2,False,0.0,1,0,"(I) any such offer shall be made available, at the sole discretion of the applicable Borrower Party, to",,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,2.05,Prepayments ,13,3,16,3,e_dup3.B.2,(2),4,numeric,e_dup3.B,True,0.9525,475378,476199,Each Term Lender receiving such offer shall notify the Auction Agent (or its de,e_dup3.B,False,0.45,1,0,"(2) Each Term Lender receiving such offer shall notify the Auction Agent (or its delegate) by the Specified Discount Prepayment Response Date whether or not it agrees to accept a prepayment of any of its applicable then outstanding Term Loans at the Specified Discount and, if so ",,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,2.05,Prepayments ,13,3,16,4,e_dup3.B.3,(3),4,numeric,e_dup3.B,True,0.9525,476199,476370,"If there is at least one Discount Prepayment Accepting Lender, the relevant Bor",e_dup3.B,False,0.45,1,0,"(3) If there is at least one Discount Prepayment Accepting Lender, the relevant Borrower Party will make a prepayment of outstanding Term Loans pursuant to this paragraph",,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,2.05,Prepayments ,13,3,16,5,e_dup3.C,(C),3,caps,e_dup3,True,0.7525,478513,478791,"(1) Any Borrower Party may from time to time solicit Discount Range
Prepayment",e_dup3,False,0.0,1,0,(C) (1) Any Borrower Party may from time to time solicit Discount Range Prepayment Offers by providing the Auction Agent with five (5) Business Days’ notice (or such shorter period as agreed by the Auction Agent) in the form of a Discount Range Prepayment Notice; provided that,,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,7.03,Fundamental Changes,16,0,16,1,d_dup2.3,(3),4,numeric,d_dup2,True,0.9525,778122,778300,any Restricted Subsidiary may dispose of all or substantially all of its assets,d_dup2,False,0.0,1,0,(3) any Restricted Subsidiary may dispose of all or substantially all of its assets (upon voluntary liquidation or otherwise) to the Borrower or another Restricted Subsidiary;,,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,7.03,Fundamental Changes,16,0,16,2,d_dup2.4,(4),4,numeric,d_dup2,True,0.9525,778300,778526,"so long as no Event of Default has occurred and is continuing or
would result t",d_dup2,False,0.0,1,0,"(4) so long as no Event of Default has occurred and is continuing or would result therefrom, the Borrower may merge or consolidate with (or dispose of all or substantially all of its assets to) any other Person; provided that",,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,7.03,Fundamental Changes,16,0,16,3,b_dup3.i,(i),2,roman,b_dup3,True,0.9525,778862,779715,"the Successor Borrower will: 
 
 (A) be an entity organized or existing under t",b_dup3,False,0.0,1,0,"(i) the Successor Borrower will: (A) be an entity organized or existing under the laws of the United States, any state thereof or the District of Columbia, (B) expressly assume all the obligations of the Borrower under this Agreement and the other Loan Documents to which the Borr",,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,7.03,Fundamental Changes,16,0,16,4,b_dup3.ii,(ii),2,roman,b_dup3,True,0.9525,779715,780866,"substantially contemporaneously with such transaction
(or at a later date as ag",b_dup3,False,0.0,1,0,"(ii) substantially contemporaneously with such transaction (or at a later date as agreed by the Administrative Agent), 176 (A) each Guarantor, unless it is the other party to such merger or consolidation, will by a supplement to the Guaranty (or in another form reasonably satisfa",,,,
depth2_wave1,713edbe3d2a8ef66,Ehl Merger Sub,7.03,Fundamental Changes,16,0,16,5,b_dup3.iii,(iii),2,roman,b_dup3,True,0.9525,780866,781268,"to the extent reasonably requested by the Administrative
Agent, the Administrat",b_dup3,False,0.0,1,0,"(iii) to the extent reasonably requested by the Administrative Agent, the Administrative Agent shall have received at least two (2) Business Days prior to the consummation of such transaction all documentation and other information in respect of the Successor Borrower required un",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.26,Certain ERISA Matters ,9,6,15,1,x.y.i,(i),2,roman,x.y,True,0.9525,778986,779192,"such
Lender is not using “plan assets” (within the meaning of 29 CFR § 2510.3-1",x.y,False,0.2996,1,1,"(i) such Lender is not using “plan assets” (within the meaning of 29 CFR § 2510.3-101, as modified by Section 3(42) of ERISA) of one or more Benefit Plans in connection with the Loans or the Commitments,",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.26,Certain ERISA Matters ,9,6,15,2,x.y.ii,(ii),2,roman,x.y,True,0.9525,779192,780028,"the prohibited transaction exemption set forth in one or more PTEs, such as PTE",x.y,False,0.2996,1,1,"(ii) the prohibited transaction exemption set forth in one or more PTEs, such as PTE 84-14 (a class exemption for certain transactions determined by independent qualified professional asset managers), PTE 95-60 (a class exemption for certain transactions involving insurance compa",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.26,Certain ERISA Matters ,9,6,15,3,x.y.iii,(iii),2,roman,x.y,True,0.9525,780028,780539,(A) such Lender is an investment fund managed by a “Qualified Professional Asse,x.y,False,0.2996,1,1,"(iii) (A) such Lender is an investment fund managed by a “Qualified Professional Asset Manager” (within the meaning of Part VI of PTE 84-14), (B) such Qualified Professional Asset Manager made the investment decision on behalf of such Lender to enter into, participate in, adminis",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.26,Certain ERISA Matters ,9,6,15,4,x_dup2.y.i,(i),2,roman,x_dup2.y,True,0.9525,781746,782078,"none of the Administrative Agent or the Arrangers or their respective
Affiliate",x_dup2.y,False,0.2975,1,1,"(i) none of the Administrative Agent or the Arrangers or their respective Affiliates is a fiduciary with respect to the assets of such Lender (including in connection with the reservation or exercise of any rights by the Administrative Agent under this Agreement, any Loan Documen",,,,
depth2_wave1,1929dfb99bb604ba,Cpq Midco I,9.26,Certain ERISA Matters ,9,6,15,5,x_dup2.y.ii,(ii),2,roman,x_dup2.y,True,0.9525,782078,782570,the Person making the investment decision on behalf of such Lender with respect,x_dup2.y,False,0.2975,1,1,"(ii) the Person making the investment decision on behalf of such Lender with respect to the entrance into, participation in, administration of and performance of the Loans, the Commitments and this Agreement is independent (within the meaning of 29 CFR § 2510.3-21) and is a bank,",,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.07,Pro Forma and Other Calculations ,12,3,15,1,a_dup3.2,(2),4,numeric,a_dup3,True,0.9525,380726,381056,"For purposes of calculating Consolidated EBITDA, Total Assets and any financial",a_dup3,False,0.0,1,0,"(2) For purposes of calculating Consolidated EBITDA, Total Assets and any financial ratios or tests, including the Total Net Leverage Ratio, the Secured Net Leverage Ratio and the First Lien Net Leverage Ratio, Specified Transactions (and the incurrence or repayment of any Indebt",,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.07,Pro Forma and Other Calculations ,12,3,15,2,a_dup3.i,(i),2,roman,a_dup3,True,0.95,381102,381143,during the applicable Test Period or (ii) subsequent to such Test Period and pr,a_dup3,False,0.0,1,0,(i) during the applicable Test Period or,,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.07,Pro Forma and Other Calculations ,12,3,15,3,a_dup3.ii.A,(A),3,caps,a_dup3.ii,True,0.95,383979,384112,"such amounts are reasonably identifiable and
factually supportable (in the good",a_dup3.ii,False,0.65,1,0,"(A) such amounts are reasonably identifiable and factually supportable (in the good faith reasonable determination of the Borrower),",,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.07,Pro Forma and Other Calculations ,12,3,15,4,a_dup11.ii.5,(5),4,numeric,a_dup11.ii,True,0.9525,387719,388333,Interest on a Capitalized Lease Obligation shall be deemed to accrue at an inte,a_dup11.ii,False,0.65,1,0,(5) Interest on a Capitalized Lease Obligation shall be deemed to accrue at an interest rate reasonably determined by a Financial Officer of the Borrower to be the rate of interest implicit in such Capitalized Lease Obligation in accordance with GAAP. Interest on Indebtedness tha,,,,
depth2_wave1,21d1c55bcb880e28,Lynnwood Mergersub,1.07,Pro Forma and Other Calculations ,12,3,15,5,a_dup11.ii.6,(6),4,numeric,a_dup11.ii,True,0.9525,388333,388873,Notwithstanding anything to the contrary in this Section 1.07 or in any classif,a_dup11.ii,False,0.65,1,0,"(6) Notwithstanding anything to the contrary in this Section 1.07 or in any classification under GAAP of any Person, business, assets or operations in respect of which a definitive agreement for the disposition thereof has been entered into, at the election of the Borrower, no pr",,,,
depth2_wave1,38ca73595ac1b928,Parent,4.16,Keepwell ,8,7,15,1,x.y.ii,(ii),2,roman,x.y,True,0.95,874963,875187,"any rescission, waiver, amendment or modification of, or any release from any o",x.y,False,0.2975,1,1,"(ii) any rescission, waiver, amendment or modification of, or any release from any of the terms or provisions of, any Loan Document or any other agreement, including with respect to any other Guarantor under this Agreement;",,,,
depth2_wave1,38ca73595ac1b928,Parent,4.16,Keepwell ,8,7,15,2,x.y.iii,(iii),2,roman,x.y,True,0.95,875187,875346,"the release of, or any impairment of any security held by the Administrative Ag",x.y,False,0.2975,1,1,"(iii) the release of, or any impairment of any security held by the Administrative Agent or any other Secured Party for the applicable Guaranteed Obligations;",,,,
depth2_wave1,38ca73595ac1b928,Parent,4.16,Keepwell ,8,7,15,3,x.y.iv,(iv),2,roman,x.y,True,0.95,875346,875465,"any default, failure or delay, willful or
otherwise, in the performance of the",x.y,False,0.2975,1,1,"(iv) any default, failure or delay, willful or otherwise, in the performance of the applicable Guaranteed Obligations;",,,,
depth2_wave1,38ca73595ac1b928,Parent,4.16,Keepwell ,8,7,15,4,x.y.v,(v),2,roman,x.y,True,0.95,875465,875636,"the failure to perfect any security interest in, or the release of, any of the",x.y,False,0.2975,1,1,"(v) the failure to perfect any security interest in, or the release of, any of the Collateral held by or on behalf of the Administrative Agent or any other Secured Party;",,,,
depth2_wave1,38ca73595ac1b928,Parent,4.16,Keepwell ,8,7,15,5,x.y.vi,(vi),2,roman,x.y,True,0.95,875636,876146,"any change in the corporate existence, structure or ownership of any Loan Party",x.y,False,0.2975,1,1,"(vi) any change in the corporate existence, structure or ownership of any Loan Party, the lack of legal existence of any Borrower or any other Guarantor or legal obligation to discharge any of the Guaranteed English Borrower Obligations and/or the Guaranteed U.S. Borrower Obligat",,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,7.10,Permitted Activities of Holdings ,8,7,15,1,b_dup2.xii,(xii),2,roman,b_dup2,True,0.95,709736,709835,"complying
with applicable Laws (including with respect to the maintenance of it",b_dup2,False,0.0,1,1,(xii) complying with applicable Laws (including with respect to the maintenance of its existence);,,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,7.10,Permitted Activities of Holdings ,8,7,15,2,b_dup2.xiii,(xiii),2,roman,b_dup2,True,0.95,709835,710108,"financing activities, including the
receipt and payment of dividends and distri",b_dup2,False,0.0,1,1,"(xiii) financing activities, including the receipt and payment of dividends and distributions, making contributions to the capital of its Subsidiaries and guaranteeing the obligations of the Borrower and the Borrower’s other Subsidiaries to the extent permitted hereunder;",,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,7.10,Permitted Activities of Holdings ,8,7,15,3,b_dup2.xiv,(xiv),2,roman,b_dup2,True,0.95,710108,710217,"repurchases of
Indebtedness through open market purchases and/or “Dutch Auction",b_dup2,False,0.0,1,1,(xiv) repurchases of Indebtedness through open market purchases and/or “Dutch Auctions” permitted hereunder;,,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,7.10,Permitted Activities of Holdings ,8,7,15,4,b_dup2.xv,(xv),2,roman,b_dup2,True,0.95,710217,710521,"activities incidental
to Permitted Acquisitions or similar Investments consumma",b_dup2,False,0.0,1,1,"(xv) activities incidental to Permitted Acquisitions or similar Investments consummated by the Borrower and/or any Restricted Subsidiaries, including the formation of acquisition vehicle entities and intercompany loans and/or Investments incidental to such Permitted Acquisitions ",,,,
depth2_wave1,497357c95f8d28de,Windstream Services II,7.10,Permitted Activities of Holdings ,8,7,15,5,b_dup2.xvi,(xvi),2,roman,b_dup2,True,0.95,710521,710603,consummating the Plan of Reorganization or any Permitted Tax Restructuring,b_dup2,False,0.0,1,1,(xvi) consummating the Plan of Reorganization or any Permitted Tax Restructuring;,,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,6.11,Covenant to Guarantee Obligations and Give Security,10,5,15,1,x.i,(i),2,roman,x,True,0.95,613224,613367,the formation or acquisition of any new direct or indirect wholly-owned Subsidi,x,False,0.4125,1,1,"(i) the formation or acquisition of any new direct or indirect wholly-owned Subsidiary (other than any Excluded Subsidiary) by any Loan Party,",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,6.11,Covenant to Guarantee Obligations and Give Security,10,5,15,2,x.z,(z),1,alpha,x,True,0.95,613688,614106,"with respect to any Subsidiary at the time it becomes a Loan Party, for any mat",x,False,0.4125,1,1,"(z) with respect to any Subsidiary at the time it becomes a Loan Party, for any material assets held by such Subsidiary (in each case, other than assets constituting Collateral under a Collateral Document that becomes subject to the Lien created by such Collateral Document upon a",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,6.11,Covenant to Guarantee Obligations and Give Security,10,5,15,3,b_dup2.B,(B),3,caps,b_dup2,True,0.9525,615822,616548,"within sixty (60) days after such
formation, acquisition or designation, cause",b_dup2,False,0.0,1,0,"(B) within sixty (60) days after such formation, acquisition or designation, cause each such Subsidiary that is required to become a Subsidiary Guarantor pursuant to the Collateral and Guarantee Requirement to deliver any and all certificates representing Equity Interests (to the",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,6.11,Covenant to Guarantee Obligations and Give Security,10,5,15,4,b_dup2.C,(C),3,caps,b_dup2,True,0.9525,616548,616669,within sixty (60) days (or within one hundred and fifty (150) days in the case,b_dup2,False,0.0,1,0,(C) within sixty (60) days (or within one hundred and fifty (150) days in the case of documents listed in Section 6.11(2),,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,6.11,Covenant to Guarantee Obligations and Give Security,10,5,15,5,a_dup3.i,(i),2,roman,a_dup3,True,0.9525,619850,620522,"evidence that counterparts of the Mortgages have been duly executed, acknowledg",a_dup3,False,0.0,1,0,"(i) evidence that counterparts of the Mortgages have been duly executed, acknowledged and delivered and are in form suitable for filing or recording in all filing or recording offices that the Collateral Agent may deem reasonably necessary or desirable in order to create, except ",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,9.01,Appointment and Authorization of the Administrative Agent ,9,6,15,1,b.ii.2,(2),4,numeric,b.ii,True,0.9525,738783,740599,The Administrative Agent shall also act as the “collateral agent” under the Loa,b.ii,False,0.2975,1,0,"(2) The Administrative Agent shall also act as the “collateral agent” under the Loan Documents, and each of the Lenders and the Issuing Banks hereby irrevocably appoints and authorizes the Administrative Agent to act as the agent of (and to hold any security interest created by t",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,9.01,Appointment and Authorization of the Administrative Agent ,9,6,15,2,x.y.i,(i),2,roman,x.y,True,0.9525,741100,741245,such Lender is not using Plan Assets of one or more Benefit Plans in connection,x.y,False,0.2975,1,1,"(i) such Lender is not using Plan Assets of one or more Benefit Plans in connection with the Loans, the Letters of Credit or the Commitments,",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,9.01,Appointment and Authorization of the Administrative Agent ,9,6,15,3,x.y.ii,(ii),2,roman,x.y,True,0.9525,741245,742027,"the transaction exemption set forth in one or more PTEs, such as PTE 84-14 (a c",x.y,False,0.2975,1,1,"(ii) the transaction exemption set forth in one or more PTEs, such as PTE 84-14 (a class exemption for certain transactions determined by independent qualified professional asset managers), PTE 95-60 (a class exemption for certain transactions involving insurance company general ",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,9.01,Appointment and Authorization of the Administrative Agent ,9,6,15,4,x.y.iii,(iii),2,roman,x.y,True,0.9525,742027,742584,(A) such Lender is an investment fund managed by a “Qualified Professional Asse,x.y,False,0.2975,1,1,"(iii) (A) such Lender is an investment fund managed by a “Qualified Professional Asset Manager” (within the meaning of Part VI of PTE 84-14), (B) such Qualified Professional Asset Manager made the investment decision on behalf of such Lender to enter into, participate in, adminis",,,,
depth2_wave1,b300cd4bda11b8da,Xponential Fitness,9.01,Appointment and Authorization of the Administrative Agent ,9,6,15,5,x_dup2.y.i,(i),2,roman,x_dup2.y,True,0.9525,743791,744135,"none of the Administrative Agent, the Issuing Banks, or any of their respective",x_dup2.y,False,0.2975,1,1,"(i) none of the Administrative Agent, the Issuing Banks, or any of their respective Affiliates is a fiduciary with respect to the assets of such Lender (including in connection with the reservation or exercise of any rights by the Administrative Agent under this Agreement, any Lo",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.02,"Borrowings, Conversions and Continuations of Loans ",12,3,15,1,a_dup2.i,(i),2,roman,a_dup2,True,0.9525,406434,406633,"whether the Borrower is requesting a Term Borrowing, a Revolving Borrowing, a c",a_dup2,False,0.0,1,0,"(i) whether the Borrower is requesting a Term Borrowing, a Revolving Borrowing, a conversion of Term Loans or Revolving Loans from one Type to the other or a continuation of Eurodollar Rate Loans,",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.02,"Borrowings, Conversions and Continuations of Loans ",12,3,15,2,a_dup2.ii,(ii),2,roman,a_dup2,True,0.9525,406633,406757,"the requested date of the Borrowing, conversion or continuation, as the case ma",a_dup2,False,0.0,1,0,"(ii) the requested date of the Borrowing, conversion or continuation, as the case may be (which shall be a Business Day),",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.02,"Borrowings, Conversions and Continuations of Loans ",12,3,15,3,a_dup2.iii,(iii),2,roman,a_dup2,True,0.9525,406757,406848,"the principal amount and currency of Loans to be borrowed, converted or continu",a_dup2,False,0.0,1,0,"(iii) the principal amount and currency of Loans to be borrowed, converted or continued,",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.02,"Borrowings, Conversions and Continuations of Loans ",12,3,15,4,a_dup2.iv,(iv),2,roman,a_dup2,True,0.9525,406848,406970,the Class and Type of Loans to be borrowed or to which existing Term Loans or R,a_dup2,False,0.0,1,0,"(iv) the Class and Type of Loans to be borrowed or to which existing Term Loans or Revolving Loans are to be converted,",,,,
depth2_wave1,be4477631495413f,Dtz U.S. Borrower,2.02,"Borrowings, Conversions and Continuations of Loans ",12,3,15,5,a_dup2.v,(v),2,roman,a_dup2,True,0.9525,406970,407052,"if applicable, the duration of the Interest Period with respect thereto and 
 (",a_dup2,False,0.0,1,1,"(v) if applicable, the duration of the Interest Period with respect thereto and",,,,
